Коэффициенты
-0.8422318918287894
-112.73894424664687
-6824.067919687378
21893.43172300968
34565.54670408994
-3307.3979590580766
20999.23539394727
21475.831653005447
12685.310958601642
2.5314088934085524
-586.4890533668055
-67.28298566626641
171.7482174177259
141.74297116399603
253.4104622544196
-194.0997325345603
20.37135339284542
18503.961311330084
-306.56913014966636
13560.630331967417
-8120.1800843719375
5878.011851825527
26527.164260752495
-8885.426923537601
28394.087893209344
-40400.92715554149
7288.597480065774
-54288.511551403215
-32355.343008556636
23603.817050462927
-10753.066932574704
-18272.415043048113
3253.967492717994
-600.549730886398
-22875.83029244255
1968.539561055315
18729.140907781635
2064.617431881545
-11979.670658866624
-7583.06806217946
-31772.511221009685
5880.724760968363
-7564.557183307142
24729.882889313998
-20947.415565663814
0.004381009873497987
-3.682006387549336
2.995401053936803
-3.3861457649818476
2.3182325730786033
-2.4212207060445508
-0.403332984629742
0.7107580608580975
318.16147391067693
-449.7269878021898
490.7072992089252
-205.2143051095809
724.8474555642447
-16.29163362984218
75.96063972065895
-137.69888824425107
568.4472844346783
-507.7287485163429
13.61229785557316
-138.48181634323555
308.49976087795767
44.69219527432142
233.34306326047226
-780.0359525901977
-124.3657963352598
24.10416893612819
-112.15645343542565
133.9332439992686
-10.797811778504183
-1.8190694991426426
6.422708419653645
474.6360176819462
-382.60815120997904
-44.35059749487664
140.3788192886359
-138.71839307558184
15915.32144186463
-4888.335090882199
-33987.49266789839
-29727.64354796218
-6945.799062319886
11085.999555165803
-29354.303983012087
-15918.092029832187
20121.032132057455
34518.6027931416
-3561.9525166109747
36830.360060582825
-2341.898242093581
1434.6288563208789
-17554.94909470354
22269.66554547926
-20277.095702078474
-6305.841750610385
39821.1399693116
-16078.79012854023
13540.579053481664
-6373.822024913402
-18475.033254054633
-46892.45552223716
28123.14994210337
2375.783346211936
-32732.356679732577
38021.67764957156
-24317.59139072257
14857.065958376847
11259.70277912601
63428.06247741159
-14975.638627452303
-11476.557763143941
-14227.260333636965
6382.012162972673
-38269.5097609282
-815.5290208001468
10975.365883771301
14355.194695635093
-14033.644336358782
-21474.7601289902
-19580.330386432906
-24823.820568510357
54588.77843850475
-10844.901052682737
6566.002676878885
-7214.622828117778
-1174.5963441994875
-7058.642338258735
-10157.42745623246
17106.069571907436
22463.13358983355
13898.494854941053
-11141.689753278331
16238.26008968543
-13324.301486325741
47894.931197839476
35815.00422968736
-15839.411141958437
-40340.685738046894
-9187.59759980115
35880.473373120876
-23108.099222054007
-10411.25228818325
4213.973152816274
-6009.99651652118
-2984.9217760698334
-21319.991052733112
15417.68813412164
5725.09880148238
6016.119622867516
4977.929278818725
-7301.737971932432
8605.321214623025
3569.346956655546
5558.224736233742
7340.074390390557
-39374.24384248389
37074.345037474115
159.61843316149725
-1696.2374393444006
1904.8668902911118
-3935.286837884059
